hue__tmp_padova_plantaginaceae.id,hue__tmp_padova_plantaginaceae.data,hue__tmp_padova_plantaginaceae.aceraceae,hue__tmp_padova_plantaginaceae.alternaria,hue__tmp_padova_plantaginaceae.altripollini,hue__tmp_padova_plantaginaceae.alnus,hue__tmp_padova_plantaginaceae.ambrosia,hue__tmp_padova_plantaginaceae.artemisia,hue__tmp_padova_plantaginaceae.betulaceae,hue__tmp_padova_plantaginaceae.betula,hue__tmp_padova_plantaginaceae.compositae,hue__tmp_padova_plantaginaceae.corylaceae,hue__tmp_padova_plantaginaceae.cupressaceaetaxaceae,hue__tmp_padova_plantaginaceae.carpinus,hue__tmp_padova_plantaginaceae.castaneasativa,hue__tmp_padova_plantaginaceae.fagaceae,hue__tmp_padova_plantaginaceae.fagussylvatica,hue__tmp_padova_plantaginaceae.gramineae,hue__tmp_padova_plantaginaceae.oleaceae,hue__tmp_padova_plantaginaceae.pinaceae,hue__tmp_padova_plantaginaceae.plantaginaceae,hue__tmp_padova_plantaginaceae.platanaceae,hue__tmp_padova_plantaginaceae.populus,hue__tmp_padova_plantaginaceae.quercus,hue__tmp_padova_plantaginaceae.salicaceae,hue__tmp_padova_plantaginaceae.salix,hue__tmp_padova_plantaginaceae.ulmaceae,hue__tmp_padova_plantaginaceae.urticaceae,hue__tmp_padova_plantaginaceae.tmed,hue__tmp_padova_plantaginaceae.tmin,hue__tmp_padova_plantaginaceae.tmax,hue__tmp_padova_plantaginaceae.precipitazione,hue__tmp_padova_plantaginaceae.umin,hue__tmp_padova_plantaginaceae.umax,hue__tmp_padova_plantaginaceae.classplantaginaceae
11,NULL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.0,7.0,9.8,1.6,94.0,100.0,assente
12,NULL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,7.2,5.6,8.4,2.8,77.0,100.0,assente
13,NULL,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.3,1.3,10.5,0.0,58.0,100.0,assente
14,NULL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.0,2.2,9.7,0.0,59.0,100.0,assente
15,NULL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.2,3.1,6.9,16.8,69.0,100.0,assente
16,NULL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.4,3.8,7.8,4.0,58.0,100.0,assente
17,NULL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,4.0,1.3,7.6,3.6,64.0,100.0,assente
18,NULL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.0,2.2,7.6,32.4,95.0,100.0,assente
19,NULL,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.9,7.6,10.4,20.6,100.0,100.0,assente
20,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,9.6,8.7,10.5,11.2,100.0,100.0,assente
21,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.2,6.9,9.7,24.6,82.0,100.0,assente
22,NULL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,6.4,5.0,7.4,30.6,100.0,100.0,assente
23,NULL,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,5.9,4.2,7.3,24.0,100.0,100.0,assente
24,NULL,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,7.5,6.8,8.2,2.0,100.0,100.0,assente
25,NULL,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.6,5.5,13.2,5.6,57.0,100.0,assente
26,NULL,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,7.2,4.4,9.2,2.4,84.0,100.0,assente
27,NULL,0.0,7.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.8,6.4,12.6,0.2,60.0,100.0,assente
28,NULL,0.0,8.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,17.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.2,6.0,10.3,6.0,75.0,100.0,assente
29,NULL,0.0,5.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,6.2,5.6,6.7,31.0,82.0,100.0,assente
30,NULL,0.0,3.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,7.8,6.4,9.1,5.4,91.0,100.0,assente
31,NULL,0.0,3.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.6,5.3,13.7,0.0,54.0,100.0,assente
32,NULL,0.0,4.0,0.0,55.0,0.0,0.0,55.0,0.0,0.0,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,6.1,3.0,8.1,5.2,100.0,100.0,assente
33,NULL,0.0,2.0,0.0,42.0,0.0,0.0,42.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,7.8,3.9,13.2,0.0,55.0,100.0,assente
34,NULL,0.0,5.0,0.0,51.0,0.0,0.0,51.0,0.0,0.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,8.4,6.1,11.3,0.0,66.0,100.0,assente
35,NULL,0.0,6.0,0.0,72.0,0.0,0.0,72.0,0.0,0.0,10.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,10.7,6.7,15.2,0.0,66.0,100.0,assente
36,NULL,0.0,11.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0,18.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,5.0,0.0,5.0,0.0,NULL,0.0,11.5,8.3,16.4,0.8,47.0,100.0,assente
37,NULL,0.0,7.0,0.0,73.0,0.0,0.0,73.0,0.0,0.0,23.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,7.0,0.0,7.0,0.0,NULL,0.0,10.1,5.7,13.6,0.0,66.0,100.0,assente
38,NULL,0.0,9.0,0.0,79.0,0.0,0.0,79.0,0.0,0.0,16.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,4.0,0.0,4.0,0.0,NULL,0.0,11.5,9.9,13.3,1.6,75.0,100.0,assente
39,NULL,0.0,5.0,0.0,70.0,0.0,0.0,70.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,7.0,0.0,7.0,0.0,NULL,0.0,9.7,8.4,11.2,1.8,70.0,100.0,assente
40,NULL,0.0,7.0,0.0,77.0,0.0,0.0,77.0,0.0,0.0,14.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,14.0,0.0,14.0,0.0,NULL,0.0,11.1,7.8,15.6,2.2,56.0,100.0,assente
41,NULL,0.0,4.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,4.0,0.0,4.0,0.0,NULL,0.0,8.3,7.1,9.9,11.8,79.0,100.0,assente
42,NULL,0.0,6.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,7.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,7.0,0.0,7.0,0.0,NULL,0.0,8.1,4.2,14.2,0.0,32.0,100.0,assente
43,NULL,0.0,6.0,0.0,57.0,0.0,0.0,57.0,0.0,0.0,23.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,16.0,0.0,16.0,0.0,NULL,0.0,8.6,3.7,14.6,0.0,36.0,100.0,assente
44,NULL,0.0,3.0,0.0,61.0,0.0,0.0,61.0,0.0,0.0,17.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,23.0,0.0,23.0,0.0,NULL,0.0,8.9,3.6,15.0,0.0,38.0,100.0,assente
45,NULL,0.0,5.0,0.0,38.0,0.0,0.0,38.0,0.0,0.0,10.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,15.0,0.0,15.0,0.0,NULL,0.0,9.0,5.8,13.5,4.6,56.0,100.0,assente
46,NULL,0.0,4.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,6.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,18.0,0.0,18.0,0.0,NULL,0.0,10.0,7.3,13.7,0.0,61.0,100.0,assente
47,NULL,0.0,6.0,0.0,23.0,0.0,0.0,23.0,0.0,0.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,10.0,0.0,10.0,0.0,NULL,0.0,8.7,5.6,11.7,0.2,63.0,100.0,assente
48,NULL,0.0,3.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,5.0,0.0,5.0,0.0,NULL,0.0,7.9,6.9,9.8,53.4,78.0,100.0,assente
49,NULL,0.0,1.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,3.0,0.0,3.0,0.0,NULL,0.0,8.6,7.4,10.3,14.0,95.0,100.0,assente
50,NULL,0.0,2.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,9.0,0.0,9.0,0.0,NULL,0.0,9.5,5.0,13.6,0.0,52.0,100.0,assente
51,NULL,0.0,4.0,0.0,22.0,0.0,0.0,22.0,0.0,0.0,4.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,11.0,0.0,11.0,0.0,NULL,0.0,10.0,8.1,12.9,0.0,51.0,94.0,assente
52,NULL,0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,6.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,25.0,0.0,25.0,0.0,NULL,0.0,11.4,6.6,15.8,0.0,38.0,87.0,assente
53,NULL,0.0,3.0,0.0,21.0,0.0,0.0,21.0,0.0,0.0,14.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,8.0,0.0,8.0,0.0,NULL,0.0,11.7,6.0,18.1,0.0,25.0,96.0,assente
54,NULL,0.0,1.0,0.0,28.0,0.0,0.0,28.0,0.0,0.0,17.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,13.0,0.0,13.0,0.0,NULL,0.0,11.7,6.2,18.5,0.0,39.0,89.0,assente
55,NULL,0.0,2.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,10.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,27.0,0.0,27.0,0.0,NULL,0.0,11.4,8.4,16.1,0.0,35.0,93.0,assente
56,NULL,0.0,1.0,0.0,31.0,0.0,0.0,31.0,0.0,0.0,7.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,45.0,0.0,45.0,0.0,NULL,0.0,11.0,5.6,18.4,0.0,25.0,96.0,assente
57,NULL,15.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,0.0,12.0,45.0,12.0,0.0,4.0,0.0,3.0,0.0,NULL,0.0,0.0,20.0,4.0,20.0,0.0,NULL,0.0,11.4,7.5,17.3,0.0,61.0,100.0,assente
58,NULL,10.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,17.0,35.0,17.0,0.0,2.0,0.0,2.0,5.0,NULL,0.0,0.0,24.0,2.0,33.0,9.0,NULL,0.0,12.6,10.4,17.5,0.0,66.0,100.0,assente
59,NULL,13.0,5.0,11.0,2.0,0.0,0.0,13.0,11.0,1.0,59.0,97.0,59.0,0.0,10.0,0.0,4.0,2.0,NULL,0.0,0.0,31.0,10.0,39.0,9.0,NULL,1.0,13.8,9.8,20.1,0.0,46.0,100.0,assente
60,NULL,39.0,8.0,7.0,0.0,0.0,0.0,18.0,18.0,0.0,51.0,58.0,51.0,0.0,15.0,0.0,5.0,6.0,NULL,0.0,2.0,48.0,15.0,56.0,8.0,NULL,2.0,13.3,8.4,18.9,0.0,44.0,100.0,assente
61,NULL,38.0,3.0,12.0,3.0,0.0,0.0,27.0,24.0,0.0,175.0,92.0,175.0,0.0,11.0,0.0,13.0,2.0,NULL,0.0,6.0,122.0,11.0,134.0,13.0,NULL,7.0,13.7,11.2,17.4,1.0,58.0,100.0,assente
62,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,NULL,0.0,0.0,5.0,0.0,5.0,0.0,NULL,0.0,11.4,7.5,16.2,11.6,60.0,100.0,assente
63,NULL,6.0,2.0,8.0,1.0,0.0,0.0,11.0,10.0,0.0,13.0,1.0,13.0,0.0,11.0,0.0,2.0,0.0,NULL,0.0,53.0,6.0,11.0,8.0,2.0,NULL,3.0,8.3,5.0,10.9,0.6,57.0,100.0,assente
64,NULL,7.0,2.0,18.0,2.0,0.0,0.0,31.0,29.0,1.0,55.0,7.0,55.0,0.0,34.0,0.0,5.0,4.0,NULL,0.0,55.0,11.0,34.0,18.0,7.0,NULL,12.0,10.2,6.8,14.1,0.0,46.0,76.0,assente
65,NULL,2.0,7.0,36.0,0.0,0.0,0.0,70.0,70.0,0.0,51.0,31.0,51.0,0.0,52.0,1.0,5.0,7.0,NULL,0.0,148.0,32.0,51.0,44.0,13.0,NULL,15.0,12.9,9.3,16.9,0.0,37.0,69.0,assente
66,NULL,0.0,0.0,393.0,0.0,0.0,0.0,22.0,22.0,0.0,67.0,16.0,67.0,0.0,12.0,0.0,5.0,1.0,NULL,0.0,335.0,8.0,12.0,25.0,18.0,NULL,51.0,14.4,9.3,20.9,0.0,29.0,77.0,assente
67,NULL,0.0,0.0,38.0,0.0,0.0,0.0,36.0,36.0,0.0,92.0,4.0,92.0,0.0,15.0,0.0,8.0,0.0,NULL,0.0,524.0,17.0,15.0,24.0,8.0,NULL,59.0,14.3,7.9,20.6,0.0,31.0,83.0,assente
68,NULL,0.0,2.0,61.0,0.0,0.0,0.0,18.0,18.0,0.0,82.0,9.0,82.0,0.0,8.0,0.0,3.0,2.0,NULL,0.0,364.0,3.0,8.0,13.0,10.0,NULL,104.0,14.9,8.9,21.2,0.0,33.0,84.0,assente
69,NULL,0.0,5.0,77.0,0.0,0.0,0.0,35.0,35.0,0.0,104.0,24.0,104.0,0.0,16.0,0.0,15.0,5.0,NULL,0.0,564.0,9.0,16.0,31.0,22.0,NULL,93.0,15.0,9.0,22.5,0.0,32.0,100.0,assente
70,NULL,27.0,4.0,125.0,3.0,0.0,0.0,31.0,28.0,0.0,120.0,12.0,120.0,0.0,35.0,0.0,31.0,6.0,NULL,0.0,717.0,10.0,35.0,46.0,36.0,NULL,155.0,15.2,10.5,21.2,0.0,33.0,100.0,assente
71,NULL,29.0,11.0,136.0,0.0,0.0,0.0,35.0,35.0,0.0,122.0,18.0,122.0,0.0,70.0,0.0,23.0,22.0,NULL,0.0,626.0,9.0,70.0,57.0,48.0,NULL,187.0,14.7,9.7,20.2,0.0,45.0,99.0,assente
72,NULL,8.0,6.0,32.0,0.0,0.0,0.0,5.0,5.0,0.0,77.0,85.0,77.0,0.0,36.0,0.0,24.0,11.0,NULL,0.0,190.0,8.0,36.0,28.0,20.0,NULL,251.0,13.6,11.1,16.5,0.0,74.0,100.0,assente
73,NULL,8.0,4.0,39.0,0.0,0.0,0.0,16.0,16.0,0.0,36.0,279.0,36.0,0.0,53.0,2.0,4.0,2.0,NULL,0.0,352.0,5.0,51.0,34.0,29.0,NULL,431.0,14.2,11.3,17.4,0.2,58.0,100.0,assente
74,NULL,9.0,1.0,15.0,0.0,0.0,0.0,41.0,41.0,0.0,101.0,22.0,101.0,0.0,21.0,0.0,13.0,6.0,NULL,0.0,206.0,7.0,21.0,17.0,10.0,NULL,350.0,15.3,13.1,18.5,1.0,57.0,94.0,assente
75,NULL,2.0,1.0,16.0,0.0,0.0,0.0,29.0,29.0,0.0,49.0,4.0,49.0,0.0,18.0,0.0,31.0,7.0,NULL,0.0,226.0,0.0,18.0,7.0,7.0,NULL,377.0,17.0,11.2,23.1,0.0,39.0,98.0,assente
76,NULL,18.0,8.0,15.0,1.0,0.0,0.0,35.0,35.0,0.0,58.0,6.0,58.0,0.0,17.0,0.0,38.0,8.0,NULL,0.0,341.0,1.0,17.0,16.0,15.0,NULL,447.0,17.9,12.1,23.9,0.0,35.0,95.0,assente
77,NULL,43.0,11.0,18.0,0.0,0.0,0.0,12.0,12.0,0.0,97.0,27.0,97.0,0.0,21.0,0.0,42.0,17.0,NULL,0.0,269.0,0.0,21.0,21.0,21.0,NULL,375.0,17.6,12.6,23.5,0.0,41.0,88.0,assente
78,NULL,35.0,13.0,28.0,0.0,0.0,0.0,27.0,27.0,0.0,49.0,25.0,49.0,0.0,81.0,0.0,59.0,18.0,NULL,0.0,371.0,1.0,81.0,15.0,14.0,NULL,267.0,15.9,11.5,19.9,0.0,40.0,92.0,assente
79,NULL,16.0,5.0,18.0,0.0,0.0,0.0,27.0,27.0,0.0,72.0,25.0,72.0,0.0,35.0,2.0,46.0,16.0,NULL,1.0,165.0,3.0,34.0,15.0,12.0,NULL,590.0,14.6,9.8,21.6,0.0,33.0,98.0,medio
80,NULL,32.0,2.0,15.0,0.0,0.0,0.0,21.0,21.0,0.0,49.0,10.0,49.0,0.0,37.0,0.0,36.0,6.0,NULL,0.0,56.0,4.0,37.0,13.0,9.0,NULL,297.0,13.9,10.7,18.1,0.0,49.0,95.0,assente
81,NULL,35.0,1.0,10.0,1.0,0.0,0.0,18.0,17.0,0.0,38.0,29.0,38.0,0.0,15.0,0.0,20.0,7.0,NULL,0.0,119.0,2.0,15.0,3.0,1.0,NULL,488.0,14.7,10.3,19.0,0.0,42.0,100.0,assente
82,NULL,37.0,2.0,12.0,0.0,0.0,0.0,16.0,16.0,0.0,20.0,51.0,20.0,0.0,12.0,0.0,51.0,9.0,NULL,0.0,62.0,1.0,12.0,3.0,2.0,NULL,788.0,14.1,11.3,18.2,0.0,49.0,100.0,assente
83,NULL,21.0,6.0,18.0,0.0,0.0,0.0,44.0,44.0,0.0,35.0,18.0,35.0,0.0,35.0,1.0,63.0,17.0,NULL,0.0,235.0,0.0,35.0,3.0,3.0,NULL,409.0,16.1,9.9,23.0,0.0,42.0,100.0,assente
84,NULL,17.0,5.0,55.0,0.0,0.0,0.0,22.0,22.0,0.0,76.0,16.0,76.0,0.0,22.0,0.0,108.0,8.0,NULL,0.0,124.0,1.0,22.0,7.0,6.0,NULL,413.0,14.2,10.8,17.6,0.0,30.0,90.0,assente
85,NULL,13.0,2.0,25.0,0.0,0.0,0.0,7.0,7.0,0.0,32.0,15.0,32.0,0.0,17.0,0.0,34.0,10.0,NULL,0.0,27.0,2.0,17.0,4.0,2.0,NULL,354.0,13.0,7.4,18.0,0.0,14.0,78.0,assente
86,NULL,5.0,3.0,28.0,0.0,0.0,0.0,5.0,5.0,0.0,19.0,2.0,19.0,0.0,8.0,0.0,97.0,12.0,NULL,0.0,44.0,3.0,8.0,3.0,0.0,NULL,218.0,13.7,7.5,19.9,0.0,14.0,63.0,assente
87,NULL,10.0,9.0,14.0,0.0,0.0,0.0,9.0,9.0,0.0,16.0,4.0,16.0,0.0,5.0,0.0,185.0,18.0,NULL,0.0,9.0,1.0,5.0,3.0,2.0,NULL,385.0,14.0,8.3,19.1,0.0,25.0,73.0,assente
88,NULL,18.0,4.0,119.0,0.0,0.0,0.0,7.0,7.0,1.0,37.0,9.0,37.0,0.0,22.0,0.0,125.0,10.0,NULL,0.0,47.0,6.0,22.0,11.0,5.0,NULL,247.0,14.8,11.9,18.2,0.0,44.0,84.0,assente
89,NULL,4.0,5.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,3.0,6.0,0.0,6.0,0.0,67.0,5.0,NULL,0.0,4.0,0.0,6.0,0.0,0.0,NULL,157.0,14.2,10.7,18.5,0.0,53.0,96.0,assente
90,NULL,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,8.0,3.0,NULL,0.0,9.0,0.0,5.0,1.0,1.0,NULL,65.0,13.0,11.7,15.5,4.0,79.0,100.0,assente
